,SLOWFAST,Buy and Hold,Strategy,SLOW,FAST
3446,96-48,73.175,71.62125,96,48
3447,96-49,73.175,72.79375,96,49
3448,96-5,73.175,74.67625,96,5
3449,96-50,73.175,72.06125,96,50
3450,96-51,73.175,72.05499999999999,96,51
3451,96-52,73.175,71.72375,96,52
3452,96-53,73.175,71.90625,96,53
3453,96-54,73.175,71.91624999999999,96,54
3454,96-55,73.175,71.535,96,55
3455,96-56,73.175,71.6125,96,56
3456,96-57,73.175,71.56625,96,57
3457,96-58,73.175,71.61,96,58
3458,96-59,73.175,71.27875,96,59
3459,96-6,73.175,72.955,96,6
3460,96-60,73.175,71.2175,96,60
3461,96-61,73.175,71.4,96,61
3462,96-62,73.175,71.45625,96,62
3463,96-63,73.175,71.14874999999999,96,63
3464,96-64,73.175,70.98125,96,64
3465,96-65,73.175,71.17999999999999,96,65
3466,96-66,73.175,70.925,96,66
3467,96-67,73.175,71.0675,96,67
3468,96-68,73.175,71.13,96,68
3469,96-69,73.175,70.89125,96,69
3470,96-7,73.175,72.38125000000001,96,7
3471,96-70,73.175,70.755,96,70
3472,96-71,73.175,70.63125,96,71
3473,96-72,73.175,70.34125,96,72
3474,96-73,73.175,70.50874999999999,96,73
3475,96-74,73.175,70.93875,96,74
3476,96-8,73.175,73.52,96,8
3477,96-9,73.175,72.8475,96,9
3478,97-1,73.175,69.74125,97,1
3479,97-10,73.175,75.345,97,10
3480,97-11,73.175,76.2275,97,11
3481,97-12,73.175,73.95125,97,12
3482,97-13,73.175,77.0025,97,13
3483,97-14,73.175,73.46375,97,14
3484,97-15,73.175,73.0375,97,15
3485,97-16,73.175,73.79625,97,16
3486,97-17,73.175,72.52,97,17
3487,97-18,73.175,71.9525,97,18
3488,97-19,73.175,71.87,97,19
3489,97-2,73.175,65.55375,97,2
3490,97-20,73.175,72.08624999999999,97,20
3491,97-21,73.175,72.80499999999999,97,21
3492,97-22,73.175,72.3425,97,22
3493,97-23,73.175,71.45625,97,23
3494,97-24,73.175,72.29375,97,24
3495,97-25,73.175,73.49249999999999,97,25
3496,97-26,73.175,72.97625,97,26
3497,97-27,73.175,73.07375,97,27
3498,97-28,73.175,72.6875,97,28
3499,97-29,73.175,71.93124999999999,97,29
3500,97-3,73.175,67.59,97,3
3501,97-30,73.175,71.97749999999999,97,30
3502,97-31,73.175,70.89874999999999,97,31
3503,97-32,73.175,71.49374999999999,97,32
3504,97-33,73.175,71.69125,97,33
3505,97-34,73.175,71.5,97,34
3506,97-35,73.175,71.34625,97,35
3507,97-36,73.175,71.0,97,36
3508,97-37,73.175,71.2375,97,37
3509,97-38,73.175,70.51375,97,38
3510,97-39,73.175,70.645,97,39
3511,97-4,73.175,72.48875,97,4
3512,97-40,73.175,70.90375,97,40
3513,97-41,73.175,71.1625,97,41
3514,97-42,73.175,72.3825,97,42
3515,97-43,73.175,72.16125,97,43
3516,97-44,73.175,71.44,97,44
3517,97-45,73.175,70.14125,97,45
3518,97-46,73.175,70.39125,97,46
3519,97-47,73.175,71.08125,97,47
3520,97-48,73.175,72.60875,97,48
3521,97-49,73.175,72.03375,97,49
3522,97-5,73.175,73.83,97,5
3523,97-50,73.175,71.9175,97,50
3524,97-51,73.175,71.83125,97,51
3525,97-52,73.175,71.89,97,52
3526,97-53,73.175,71.90375,97,53
3527,97-54,73.175,71.57625,97,54
3528,97-55,73.175,71.49875,97,55
3529,97-56,73.175,71.63875,97,56
3530,97-57,73.175,71.56125,97,57
3531,97-58,73.175,71.51,97,58
3532,97-59,73.175,71.20375,97,59
3533,97-6,73.175,74.04625,97,6
3534,97-60,73.175,71.325,97,60
3535,97-61,73.175,71.44,97,61
3536,97-62,73.175,71.25874999999999,97,62
3537,97-63,73.175,71.10625,97,63
3538,97-64,73.175,70.98625,97,64
3539,97-65,73.175,70.94875,97,65
3540,97-66,73.175,71.095,97,66
3541,97-67,73.175,71.14625,97,67
3542,97-68,73.175,70.93124999999999,97,68
3543,97-69,73.175,70.80875,97,69
3544,97-7,73.175,72.02125000000001,97,7
3545,97-70,73.175,70.63625,97,70
3546,97-71,73.175,70.28,97,71
3547,97-72,73.175,70.2925,97,72
3548,97-73,73.175,70.77875,97,73
3549,97-74,73.175,71.34875,97,74
3550,97-8,73.175,72.485,97,8
3551,97-9,73.175,74.29125,97,9
3552,98-1,73.175,70.26625,98,1
3553,98-10,73.175,74.19875,98,10
3554,98-11,73.175,74.71,98,11
3555,98-12,73.175,72.33125,98,12
3556,98-13,73.175,77.53625,98,13
3557,98-14,73.175,74.16625,98,14
3558,98-15,73.175,72.6825,98,15
3559,98-16,73.175,73.19125,98,16
3560,98-17,73.175,72.27374999999999,98,17
3561,98-18,73.175,72.46875,98,18
3562,98-19,73.175,72.065,98,19
3563,98-2,73.175,65.3,98,2
3564,98-20,73.175,71.87875,98,20
3565,98-21,73.175,72.42,98,21
3566,98-22,73.175,72.27125,98,22
3567,98-23,73.175,71.21,98,23
3568,98-24,73.175,72.54124999999999,98,24
3569,98-25,73.175,73.53,98,25
3570,98-26,73.175,73.06125,98,26
3571,98-27,73.175,73.29125,98,27
3572,98-28,73.175,72.6075,98,28
3573,98-29,73.175,72.02499999999999,98,29
3574,98-3,73.175,65.6925,98,3
3575,98-30,73.175,71.67999999999999,98,30
3576,98-31,73.175,71.23125,98,31
3577,98-32,73.175,71.5475,98,32
3578,98-33,73.175,71.90125,98,33
3579,98-34,73.175,71.46875,98,34
3580,98-35,73.175,71.35625,98,35
3581,98-36,73.175,71.33624999999999,98,36
3582,98-37,73.175,70.69375,98,37
3583,98-38,73.175,70.57875,98,38
3584,98-39,73.175,71.1775,98,39
3585,98-4,73.175,71.78625,98,4
3586,98-40,73.175,71.0,98,40
3587,98-41,73.175,71.31,98,41
3588,98-42,73.175,71.99625,98,42
3589,98-43,73.175,71.125,98,43
3590,98-44,73.175,70.4575,98,44
3591,98-45,73.175,70.10875,98,45
3592,98-46,73.175,71.1075,98,46
3593,98-47,73.175,73.18375,98,47
3594,98-48,73.175,72.32875,98,48
3595,98-49,73.175,71.765,98,49
3596,98-5,73.175,74.25,98,5
3597,98-50,73.175,72.075,98,50
3598,98-51,73.175,71.65875,98,51
3599,98-52,73.175,71.96375,98,52
3600,98-53,73.175,71.535,98,53
3601,98-54,73.175,71.55499999999999,98,54
3602,98-55,73.175,71.66125,98,55
3603,98-56,73.175,71.5925,98,56
3604,98-57,73.175,71.5275,98,57
3605,98-58,73.175,71.2025,98,58
3606,98-59,73.175,71.345,98,59
3607,98-6,73.175,72.62625,98,6
3608,98-60,73.175,71.14874999999999,98,60
3609,98-61,73.175,71.45375,98,61
3610,98-62,73.175,71.11375,98,62
3611,98-63,73.175,71.04875,98,63
3612,98-64,73.175,71.0025,98,64
3613,98-65,73.175,70.92,98,65
3614,98-66,73.175,71.19125,98,66
3615,98-67,73.175,71.23,98,67
3616,98-68,73.175,70.9075,98,68
3617,98-69,73.175,70.6525,98,69
3618,98-7,73.175,73.61625,98,7
3619,98-70,73.175,70.3325,98,70
3620,98-71,73.175,70.2925,98,71
3621,98-72,73.175,70.72625,98,72
3622,98-73,73.175,71.08,98,73
3623,98-74,73.175,71.18375,98,74
3624,98-8,73.175,73.95125,98,8
3625,98-9,73.175,73.475,98,9
3626,99-1,73.175,67.02499999999999,99,1
3627,99-10,73.175,75.29625,99,10
3628,99-11,73.175,74.94875,99,11
3629,99-12,73.175,76.8875,99,12
3630,99-13,73.175,73.54125,99,13
3631,99-14,73.175,73.83624999999999,99,14
3632,99-15,73.175,73.445,99,15
3633,99-16,73.175,73.1425,99,16
3634,99-17,73.175,71.78875,99,17
3635,99-18,73.175,72.10625,99,18
3636,99-19,73.175,72.23375,99,19
3637,99-2,73.175,66.68125,99,2
3638,99-20,73.175,72.25,99,20
3639,99-21,73.175,72.36749999999999,99,21
3640,99-22,73.175,71.6775,99,22
3641,99-23,73.175,70.7525,99,23
3642,99-24,73.175,72.67,99,24
3643,99-25,73.175,73.15,99,25
3644,99-26,73.175,73.1825,99,26
3645,99-27,73.175,72.83125,99,27
3646,99-28,73.175,72.03125,99,28
3647,99-29,73.175,71.86749999999999,99,29
3648,99-3,73.175,67.75750000000001,99,3
3649,99-30,73.175,71.1675,99,30
3650,99-31,73.175,71.6375,99,31
3651,99-32,73.175,71.73375,99,32
3652,99-33,73.175,71.70375,99,33
3653,99-34,73.175,71.1475,99,34
3654,99-35,73.175,70.89375,99,35
3655,99-36,73.175,71.34875,99,36
3656,99-37,73.175,70.5275,99,37
3657,99-38,73.175,70.66875,99,38
3658,99-39,73.175,70.84,99,39
3659,99-4,73.175,72.91875,99,4
3660,99-40,73.175,70.92999999999999,99,40
3661,99-41,73.175,71.9575,99,41
3662,99-42,73.175,72.1825,99,42
3663,99-43,73.175,71.39,99,43
3664,99-44,73.175,70.2075,99,44
3665,99-45,73.175,70.5275,99,45
3666,99-46,73.175,71.405,99,46
3667,99-47,73.175,72.595,99,47
3668,99-48,73.175,71.97125,99,48
3669,99-49,73.175,71.97874999999999,99,49
3670,99-5,73.175,74.26125,99,5
3671,99-50,73.175,71.84625,99,50
3672,99-51,73.175,71.91,99,51
3673,99-52,73.175,71.895,99,52
3674,99-53,73.175,71.5775,99,53
3675,99-54,73.175,71.56375,99,54
3676,99-55,73.175,71.6275,99,55
3677,99-56,73.175,71.56125,99,56
3678,99-57,73.175,71.37375,99,57
3679,99-58,73.175,71.2175,99,58
3680,99-59,73.175,71.2475,99,59
3681,99-6,73.175,71.75875,99,6
3682,99-60,73.175,71.1875,99,60
3683,99-61,73.175,71.3625,99,61
3684,99-62,73.175,70.98125,99,62
3685,99-63,73.175,71.17999999999999,99,63
3686,99-64,73.175,70.8925,99,64
3687,99-65,73.175,71.02,99,65
3688,99-66,73.175,71.13,99,66
3689,99-67,73.175,70.96124999999999,99,67
3690,99-68,73.175,70.72875,99,68
3691,99-69,73.175,70.3325,99,69
3692,99-7,73.175,72.0025,99,7
3693,99-70,73.175,70.2075,99,70
3694,99-71,73.175,70.62,99,71
3695,99-72,73.175,70.93875,99,72
3696,99-73,73.175,71.185,99,73
3697,99-74,73.175,71.08875,99,74
3698,99-8,73.175,74.38375,99,8
3699,99-9,73.175,75.82375,99,9
